Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
10/23/2020 06,38.14,53.08,9307
10/23/2020 07,49.08,53.11,9650
10/23/2020 08,268.97,53.44,9974
10/23/2020 09,274.15,53.78,10103
10/23/2020 10,415.12,54.31,10150
10/23/2020 11,401.73,54.82,10227
10/23/2020 12,400.99,55.33,10279
10/23/2020 13,294.87,55.7,10269
10/23/2020 14,294.86,56.07,10201
10/23/2020 15,89.45,56.15,10127
10/23/2020 16,187,56.36,10127
10/23/2020 17,171.63,56.55,10237
10/23/2020 18,172.01,56.74,10317
10/23/2020 19,91.43,56.82,10358
10/23/2020 20,59.9,56.86,10333
10/23/2020 21,39.39,56.86,10245
10/23/2020 22,58.83,56.9,10117
10/23/2020 23,38.9,56.91,9869
10/23/2020 24,36.76,56.92,9642
10/24/2020 01,33.94,56.93,9425
10/24/2020 02,31.41,56.93,9214
10/24/2020 03,31.1,56.93,9173
10/24/2020 04,29.67,56.94,9153
10/24/2020 05,30.99,56.95,9185
10/24/2020 06,34.35,56.95,9276
10/24/2020 07,36.96,56.96,9452
10/24/2020 08,38.27,56.97,9705
10/24/2020 09,42.27,56.98,9924
10/24/2020 10,48.52,57,10028
10/24/2020 11,50.62,57.03,10133
10/24/2020 12,57.91,57.06,10208
10/24/2020 13,60.8,57.09,10182
10/24/2020 14,51.65,57.11,10139
10/24/2020 15,289.72,57.46,9998
10/24/2020 16,475.13,58.07,9962
10/24/2020 17,474.66,58.68,10007
10/24/2020 18,467.63,59.29,10129
10/24/2020 19,193.86,59.51,10270
10/24/2020 20,249.42,59.81,10254
10/24/2020 21,148.6,59.98,10119
10/24/2020 22,74.74,60.04,10014
10/24/2020 23,43.49,60.06,9810
10/24/2020 24,38.54,60.08,9585
10/25/2020 01,38.19,60.1,9404
10/25/2020 02,38.14,60.11,9279
10/25/2020 03,38.09,60.13,9217
10/25/2020 04,38.12,60.15,9215
10/25/2020 05,38.22,60.16,9259
10/25/2020 06,38.33,60.17,9353
10/25/2020 07,38.4,60.18,9502
10/25/2020 08,42.24,60.19,9710
10/25/2020 09,42.71,60.21,9890
10/25/2020 10,38.62,60.21,10007
10/25/2020 11,38.23,60.22,10080
10/25/2020 12,38.14,60.23,10095
10/25/2020 13,38.17,60.23,10119
10/25/2020 14,38.57,60.24,10074
10/25/2020 15,38.61,60.25,9969
10/25/2020 16,37.43,60.25,9952
10/25/2020 17,38.06,60.26,10096
10/25/2020 18,37.79,60.26,10276
10/25/2020 19,36.45,60.27,10395
10/25/2020 20,35.22,60.27,10309
10/25/2020 21,33.18,60.26,10270
10/25/2020 22,34.8,60.26,10151
10/25/2020 23,31.74,60.26,9857
10/25/2020 24,31.5,60.26,9585
10/26/2020 01,29.66,60.26,9363
10/26/2020 02,29.54,60.26,9251
10/26/2020 03,29.61,60.27,9184
10/26/2020 04,29.67,60.28,9179
10/26/2020 05,30.21,60.29,9239
10/26/2020 06,33.84,60.31,9439
10/26/2020 07,38.02,60.32,9830
10/26/2020 08,38.44,60.34,10283
10/26/2020 09,38.21,60.35,10401
10/26/2020 10,44.78,60.37,10440
10/26/2020 11,48.67,60.38,10483
10/26/2020 12,50.9,60.41,10532
10/26/2020 13,39.59,60.42,10456
10/26/2020 14,39.28,60.43,10356
10/26/2020 15,39.69,60.44,10314
10/26/2020 16,39.54,60.45,10371
10/26/2020 17,47.94,60.48,10323
10/26/2020 18,41.91,60.49,10340
10/26/2020 19,39.62,60.5,10325
10/26/2020 20,43.55,60.52,10242
10/26/2020 21,37.57,60.53,10093
10/26/2020 22,36.13,60.54,9883
10/26/2020 23,32.98,60.55,9572
10/26/2020 24,30.76,60.55,9252
10/27/2020 01,29.64,60.55,9054
10/27/2020 02,29.61,60.56,8938
10/27/2020 03,30.63,60.57,8861
10/27/2020 04,35.31,60.58,8856
10/27/2020 05,36.75,60.59,8890
10/27/2020 06,37.85,60.6,9068
10/27/2020 07,39.01,60.61,9436
10/27/2020 08,43.91,60.63,9956
10/27/2020 09,39.45,60.64,10126
10/27/2020 10,37.85,60.64,10040
10/27/2020 11,37.69,60.65,10108
10/27/2020 12,37.51,60.65,10154
10/27/2020 13,37.02,60.65,10186
10/27/2020 14,37.99,60.65,10223
10/27/2020 15,38.2,60.66,10147
10/27/2020 16,37.65,60.66,10144
10/27/2020 17,37.55,60.66,10157
10/27/2020 18,37.98,60.66,10281
10/27/2020 19,39.19,60.66,10310
10/27/2020 20,38.54,60.66,10271
10/27/2020 21,36.98,60.66,10165
10/27/2020 22,36.47,60.66,9939
10/27/2020 23,34.09,60.65,9624
10/27/2020 24,30.08,60.64,9320
10/28/2020 01,31.4,60.64,9143
10/28/2020 02,32.93,60.64,9055
10/28/2020 03,34.76,60.65,8947
10/28/2020 04,34.76,60.65,8930
10/28/2020 05,35.95,60.66,8991
10/28/2020 06,38.01,60.68,9189
10/28/2020 07,46.55,60.7,9584
10/28/2020 08,113.24,60.81,10084
10/28/2020 09,100,60.9,10276
10/28/2020 10,133.54,61.04,10257
10/28/2020 11,185.8,61.24,10276
10/28/2020 12,313.64,61.62,10176
10/28/2020 13,63.54,61.66,10165
10/28/2020 14,45.87,61.67,10190
10/28/2020 15,39.6,61.67,10178
10/28/2020 16,37.99,61.68,10218
10/28/2020 17,38.12,61.68,10384
10/28/2020 18,38.47,61.69,10384
10/28/2020 19,37.16,61.7,10356
10/28/2020 20,37.09,61.71,10281
10/28/2020 21,36.98,61.72,10145
10/28/2020 22,34.7,61.72,9871
10/28/2020 23,34.67,61.73,9603
10/28/2020 24,34.75,61.74,9337
10/29/2020 01,34.82,61.76,9145
10/29/2020 02,34.77,61.78,9017
10/29/2020 03,34.78,61.79,8971
10/29/2020 04,36.2,61.8,8973
10/29/2020 05,37.12,61.82,9010
10/29/2020 06,38.26,61.84,9185
10/29/2020 07,40.57,61.85,9571
10/29/2020 08,41.59,61.87,10060
10/29/2020 09,43.21,61.88,10321
10/29/2020 10,43.58,61.9,10342
10/29/2020 11,44.45,61.91,10371
10/29/2020 12,58.72,61.94,10306
10/29/2020 13,111.79,62.05,10212
10/29/2020 14,35.74,62.05,10195
10/29/2020 15,33.86,62.05,10188
10/29/2020 16,34.16,62.06,10196
10/29/2020 17,34.86,62.07,10227
10/29/2020 18,40.64,62.08,10328
10/29/2020 19,38.31,62.09,10350
10/29/2020 20,40.41,62.09,10270
10/29/2020 21,42.46,62.1,10131
10/29/2020 22,43.7,62.11,9955
10/29/2020 23,41.45,62.12,9673
10/29/2020 24,37.9,62.12,9392
10/30/2020 01,34.85,62.13,9199
10/30/2020 02,34.16,62.13,9109
10/30/2020 03,31.92,62.14,9081
10/30/2020 04,30.06,62.14,9097
10/30/2020 05,31.92,62.14,9188
10/30/2020 06,32.15,62.14,9332
10/30/2020 07,32.72,62.14,9656
10/30/2020 08,34.8,62.14,10091
10/30/2020 09,35.53,62.13,10338
10/30/2020 10,34.79,62.13,10396
10/30/2020 11,37.19,62.12,10405
10/30/2020 12,36.72,62.12,10438
10/30/2020 13,36.78,62.12,10403
10/30/2020 14,37.1,62.12,10356
10/30/2020 15,36.78,62.12,10317
10/30/2020 16,33.59,62.11,10287
10/30/2020 17,35.35,62.11,10315
10/30/2020 18,36.94,62.1,10314
10/30/2020 19,34.28,62.1,10325
10/30/2020 20,35.48,62.1,10252
10/30/2020 21,33.28,62.08,10135
10/30/2020 22,29.67,62.07,9970
10/30/2020 23,29.32,62.06,9737
10/30/2020 24,29.77,62.06,9507
10/31/2020 01,30.63,62.05,9318
10/31/2020 02,32.69,62.05,9179
10/31/2020 03,33.58,62.06,9090
10/31/2020 04,33.61,62.06,9066
10/31/2020 05,33.78,62.06,9125
10/31/2020 06,38.83,62.08,9190
10/31/2020 07,39.36,62.08,9345
10/31/2020 08,39.74,62.09,9571
10/31/2020 09,42.41,62.1,9739
10/31/2020 10,41.82,62.11,9818
10/31/2020 11,44.15,62.12,9913
10/31/2020 12,50.7,62.14,9906
10/31/2020 13,35.06,62.14,9869
10/31/2020 14,34.82,62.14,9763
10/31/2020 15,34.85,62.14,9718
10/31/2020 16,37.01,62.14,9750
10/31/2020 17,35.99,62.14,9859
10/31/2020 18,41.37,62.14,9958
10/31/2020 19,38.08,62.14,9992
10/31/2020 20,36.05,62.14,9913
10/31/2020 21,34.83,62.14,9794
10/31/2020 22,34.8,62.14,9651
10/31/2020 23,34.61,62.15,9459
10/31/2020 24,34.31,62.15,9263
11/01/2020 01,32.27,62.16,9074
11/01/2020 02,31.24,62.16,8969
11/01/2020 02*,31.22,62.16,8900
11/01/2020 03,31.22,62.16,8883
11/01/2020 04,32.8,62.16,8850
11/01/2020 05,29.6,62.15,8875
11/01/2020 06,30.68,62.15,8991
11/01/2020 07,29.92,62.14,9140
11/01/2020 08,32.04,62.14,9261
11/01/2020 09,33.29,62.13,9392
11/01/2020 10,33.56,62.12,9439
11/01/2020 11,33.56,62.12,9521
11/01/2020 12,33.66,62.11,9566
11/01/2020 13,33.56,62.11,9503
11/01/2020 14,35.53,62.12,9443
11/01/2020 15,35.39,62.12,9430
11/01/2020 16,35.48,62.12,9513
11/01/2020 17,37.98,62.12,9739
11/01/2020 18,38.24,62.13,10099
11/01/2020 19,36.83,62.12,10056
11/01/2020 20,35.76,62.12,9928
11/01/2020 21,35.42,62.12,9741
11/01/2020 22,32.46,62.12,9511
11/01/2020 23,31.06,62.11,9214
11/01/2020 24,29.55,62.11,9011
11/02/2020 01,29.5,62.1,8833
11/02/2020 02,29.6,62.09,8783
11/02/2020 03,28.77,62.09,8741
11/02/2020 04,28.94,62.08,8786
11/02/2020 05,29.53,62.07,8832
11/02/2020 06,31.87,62.07,8994
11/02/2020 07,32.79,62.07,9359
11/02/2020 08,33.59,62.08,9792
11/02/2020 09,36.29,62.08,9946
11/02/2020 10,39.17,62.09,10042
11/02/2020 11,37.99,62.09,10105
11/02/2020 12,38.02,62.1,10161
11/02/2020 13,38.22,62.1,10198
11/02/2020 14,38.34,62.11,10131
11/02/2020 15,39.78,62.11,10139
11/02/2020 16,38.34,62.12,10203
11/02/2020 17,37.89,62.12,10275
11/02/2020 18,41.67,62.13,10466
11/02/2020 19,39.36,62.14,10274
11/02/2020 20,39.43,62.16,10067
11/02/2020 21,38.75,62.17,9883
11/02/2020 22,34.51,62.19,9613
11/02/2020 23,33.6,62.21,9299
11/02/2020 24,31.1,62.22,9028
11/03/2020 01,32.17,62.23,8879
11/03/2020 02,32.23,62.25,8838
11/03/2020 03,30.67,62.26,8734
11/03/2020 04,31.89,62.28,8738
11/03/2020 05,31.17,62.3,8767
11/03/2020 06,31.9,62.31,8933
11/03/2020 07,38.87,62.34,9349
11/03/2020 08,38.91,62.36,9779
11/03/2020 09,34.76,62.37,9856
11/03/2020 10,36.08,62.39,9929
11/03/2020 11,40.04,62.4,9996
11/03/2020 12,39.32,62.42,9979
11/03/2020 13,35.66,62.42,9943
11/03/2020 14,35.65,62.43,9930
11/03/2020 15,35.62,62.44,9954
11/03/2020 16,35.58,62.44,10022
11/03/2020 17,37.35,62.45,10164
11/03/2020 18,41.14,62.46,10444
11/03/2020 19,39.9,62.47,10305
11/03/2020 20,40.09,62.48,10125
11/03/2020 21,36.91,62.49,9932
11/03/2020 22,32.47,62.5,9710
11/03/2020 23,30.59,62.51,9411
11/03/2020 24,30.72,62.51,9175
11/04/2020 01,30.78,62.51,9002
11/04/2020 02,30.22,62.51,8906
11/04/2020 03,28.46,62.51,8840
11/04/2020 04,30.21,62.51,8822
11/04/2020 05,30.79,62.5,8884
11/04/2020 06,31.96,62.5,9075
11/04/2020 07,35.16,62.49,9502
11/04/2020 08,34.58,62.49,9932
11/04/2020 09,35.67,62.5,10042
11/04/2020 10,35.69,62.49,10003
11/04/2020 11,34.71,62.49,9994
11/04/2020 12,34.94,62.49,10040
11/04/2020 13,37.24,62.5,10051
11/04/2020 14,38.74,62.51,10082
11/04/2020 15,41.83,62.52,10080
11/04/2020 16,40.69,62.54,10170
11/04/2020 17,40.5,62.55,10382
11/04/2020 18,40.17,62.56,10596
11/04/2020 19,33.69,62.54,10462
11/04/2020 20,32.13,62.55,10332
11/04/2020 21,33.54,62.56,10168
11/04/2020 22,31.53,62.57,9895
11/04/2020 23,30.96,62.58,9585
11/04/2020 24,30.6,62.59,9345
11/05/2020 01,27.94,62.6,9161
11/05/2020 02,28.71,62.61,8976
11/05/2020 03,28.73,62.62,8871
11/05/2020 04,26.13,62.62,8864
11/05/2020 05,28,62.62,8977
11/05/2020 06,30.29,62.61,9211
11/05/2020 07,30.99,62.61,9558
11/05/2020 08,34.19,62.6,10002
11/05/2020 09,38.46,62.61,10169
11/05/2020 10,38,62.61,10203
11/05/2020 11,36.18,62.61,10253
11/05/2020 12,38.46,62.62,10266
11/05/2020 13,38.13,62.62,10295
11/05/2020 14,37.55,62.63,10293
11/05/2020 15,36.7,62.63,10205
11/05/2020 16,38.08,62.64,10220
11/05/2020 17,36.91,62.65,10464
11/05/2020 18,36.9,62.66,10589
11/05/2020 19,36.98,62.66,10412
11/05/2020 20,39.59,62.67,10277
11/05/2020 21,38.49,62.68,10141
11/05/2020 22,48.98,62.7,9895
11/05/2020 23,42.88,62.71,9637
11/05/2020 24,40.27,62.71,9345
11/06/2020 01,38.88,62.72,9156
11/06/2020 02,38.15,62.72,9072
11/06/2020 03,37.14,62.72,9047
11/06/2020 04,37.3,62.72,9051
11/06/2020 05,37.1,62.72,9100
11/06/2020 06,38.89,62.71,9257
11/06/2020 07,39.6,62.71,9624
11/06/2020 08,37.94,62.71,10101
11/06/2020 09,39.73,62.71,10221
11/06/2020 10,40.74,62.52,10303
11/06/2020 11,43.39,62.52,10409
11/06/2020 12,101.57,62.61,10411
11/06/2020 13,53.41,62.64,10442
11/06/2020 14,37.17,62.64,10474
11/06/2020 15,44.13,62.65,10424
11/06/2020 16,46.88,62.66,10369
11/06/2020 17,101.02,62.74,10508
11/06/2020 18,415.74,63.26,10561
11/06/2020 19,49.4,63.28,10420
11/06/2020 20,46.01,63.3,10292
11/06/2020 21,40.2,63.31,10186
11/06/2020 22,37.1,63.33,10045
11/06/2020 23,36.96,63.34,9803
11/06/2020 24,37.03,63.35,9577
11/07/2020 01,37.06,63.35,9403
11/07/2020 02,37.05,63.37,9283
11/07/2020 03,37.09,63.38,9209
11/07/2020 04,37.04,63.39,9174
11/07/2020 05,38.78,63.4,9198
11/07/2020 06,39.75,63.41,9246
11/07/2020 07,40.9,63.42,9387
11/07/2020 08,37.12,63.42,9621
11/07/2020 09,37.05,63.42,9799
11/07/2020 10,40.94,63.43,9960
11/07/2020 11,42.97,63.45,10080
11/07/2020 12,40.78,63.47,10165
11/07/2020 13,37.75,63.48,10212
11/07/2020 14,36.58,63.49,10201
11/07/2020 15,36.39,63.5,10183
11/07/2020 16,36.32,63.5,10268
11/07/2020 17,36.49,63.5,10505
11/07/2020 18,36.52,63.5,10783
11/07/2020 19,35.05,63.5,10663
11/07/2020 20,33.87,63.49,10508
11/07/2020 21,33.83,63.49,10351
11/07/2020 22,33.8,63.49,10159
11/07/2020 23,33.8,63.49,9964
11/07/2020 24,33.73,63.49,9735
11/08/2020 01,34.77,63.49,9571
11/08/2020 02,34.3,63.49,9441
11/08/2020 03,31.16,63.49,9363
11/08/2020 04,31.09,63.48,9343
11/08/2020 05,31,63.47,9354
11/08/2020 06,33.63,63.44,9430
11/08/2020 07,35.41,63.43,9558
11/08/2020 08,35.47,63.43,9745
11/08/2020 09,34.88,63.43,9823
11/08/2020 10,35.28,63.43,10051
11/08/2020 11,35.65,63.43,10201
11/08/2020 12,35.56,63.44,10286
11/08/2020 13,34.52,63.44,10320
11/08/2020 14,34.38,63.45,10303
11/08/2020 15,34.27,63.46,10264
11/08/2020 16,34.02,63.46,10326
11/08/2020 17,34.26,63.47,10492
11/08/2020 18,36.08,63.47,10713
11/08/2020 19,35.34,63.48,10529
11/08/2020 20,34.51,63.49,10397
11/08/2020 21,34.47,63.5,10241
11/08/2020 22,34.33,63.5,9990
11/08/2020 23,34.5,63.51,9733
11/08/2020 24,34.66,63.53,9480
11/09/2020 01,35.67,63.54,9249
11/09/2020 02,35.75,63.55,9134
11/09/2020 03,35.84,63.56,9101
11/09/2020 04,36.55,63.58,9118
11/09/2020 05,36.35,63.6,9207
11/09/2020 06,37.01,63.62,9394
11/09/2020 07,38.14,63.64,9800
11/09/2020 08,37.42,63.65,10291
11/09/2020 09,37.02,63.66,10466
11/09/2020 10,37.17,63.67,10479
11/09/2020 11,42.17,63.69,10512
11/09/2020 12,37.3,63.7,10514
11/09/2020 13,34.57,63.71,10431
11/09/2020 14,35.36,63.73,10456
11/09/2020 15,34.81,63.75,10429
11/09/2020 16,34.34,63.76,10443
11/09/2020 17,35.9,63.78,10631
11/09/2020 18,35.93,63.79,10763
11/09/2020 19,34.24,63.8,10656
11/09/2020 20,34.02,63.82,10523
11/09/2020 21,31.94,63.84,10379
11/09/2020 22,34.18,63.87,10114
11/09/2020 23,34.02,63.89,9808
11/09/2020 24,31.27,63.91,9540
11/10/2020 01,31.19,63.93,9356
11/10/2020 02,31.24,63.96,9294
11/10/2020 03,31.15,63.98,9221
11/10/2020 04,31.26,63.99,9186
11/10/2020 05,31.22,64.01,9229
11/10/2020 06,32.03,64.02,9343
11/10/2020 07,33.94,64.03,9679
11/10/2020 08,35.44,64.04,10124
11/10/2020 09,36.34,64.06,10265
11/10/2020 10,36.51,64.07,10292
11/10/2020 11,36.94,64.09,10351
11/10/2020 12,37.03,64.11,10482
11/10/2020 13,36.91,64.13,10461
11/10/2020 14,36.68,64.15,10472
11/10/2020 15,36.15,64.17,10493
11/10/2020 16,36.12,64.19,10518
11/10/2020 17,36.85,64.21,10700
11/10/2020 18,36.76,64.23,10864
11/10/2020 19,36.21,64.25,10673
11/10/2020 20,36.09,64.26,10628
11/10/2020 21,36.34,64.28,10495
11/10/2020 22,35.79,64.3,10271
11/10/2020 23,32.91,64.31,10007
11/10/2020 24,29.69,64.31,9731
11/11/2020 01,32.61,64.32,9581
11/11/2020 02,35.32,64.33,9499
11/11/2020 03,35.98,64.34,9436
11/11/2020 04,35.85,64.35,9441
11/11/2020 05,36.67,64.35,9508
11/11/2020 06,36.78,64.36,9630
11/11/2020 07,36.28,64.36,9794
11/11/2020 08,36.82,64.37,10021
11/11/2020 09,38.48,64.37,10167
11/11/2020 10,38.84,64.38,10240
11/11/2020 11,38.66,64.39,10326
11/11/2020 12,37.54,64.4,10384
11/11/2020 13,37.7,64.4,10358
11/11/2020 14,37.7,64.4,10358
11/11/2020 15,37.72,64.41,10356
11/11/2020 16,39.27,64.42,10429
11/11/2020 17,39.94,64.43,10694
11/11/2020 18,116.76,64.55,10918
11/11/2020 19,75.65,64.61,10828
11/11/2020 20,39.62,64.61,10722
11/11/2020 21,41.17,64.63,10622
11/11/2020 22,40.05,64.65,10422
11/11/2020 23,36.89,64.67,10168
11/11/2020 24,36.17,64.69,9945
11/12/2020 01,35.9,64.7,9765
11/12/2020 02,35.58,64.72,9680
11/12/2020 03,34.71,64.73,9620
11/12/2020 04,34.19,64.74,9606
11/12/2020 05,34.66,64.74,9630
11/12/2020 06,35.67,64.74,9806
11/12/2020 07,35.61,64.74,10185
11/12/2020 08,36.32,64.73,10582
11/12/2020 09,36.88,64.61,10665
11/12/2020 10,36.9,63.84,10703
11/12/2020 11,37.05,62.91,10712
11/12/2020 12,37.06,62.13,10709
11/12/2020 13,36.96,61.76,10632
11/12/2020 14,36.96,61.76,10593
11/12/2020 15,36.38,61.76,10576
11/12/2020 16,36.95,61.77,10609
11/12/2020 17,37.16,61.78,10767
11/12/2020 18,38.26,61.79,10902
11/12/2020 19,43.06,61.81,10782
11/12/2020 20,38.81,61.82,10729
11/12/2020 21,37.05,61.83,10609
11/12/2020 22,35.91,61.84,10409
11/12/2020 23,34.31,61.85,10083
11/12/2020 24,30.89,61.85,9818
11/13/2020 01,29.89,61.84,9643
11/13/2020 02,29.79,61.84,9542
11/13/2020 03,31.36,61.83,9464
11/13/2020 04,32.21,61.83,9434
11/13/2020 05,31.84,61.82,9473
11/13/2020 06,31.75,61.81,9585
11/13/2020 07,34.15,61.81,9932
11/13/2020 08,36.61,61.74,10292
11/13/2020 09,37.06,61.4,10421
11/13/2020 10,37.08,61.11,10481
11/13/2020 11,36.78,61.09,10521
11/13/2020 12,38.05,60.87,10542
11/13/2020 13,39.75,60.38,10499
11/13/2020 14,41.21,60.08,10439
11/13/2020 15,45.05,60.06,10420
11/13/2020 16,42.96,59.76,10484
11/13/2020 17,39.6,59.55,10663
11/13/2020 18,50.16,59.57,10815
11/13/2020 19,43.08,59.57,10675
11/13/2020 20,36.09,59.58,10585
11/13/2020 21,36.13,59.58,10535
11/13/2020 22,35.84,59.59,10293
11/13/2020 23,35.33,59.59,10021
11/13/2020 24,34.77,59.59,9781
11/14/2020 01,35.39,59.6,9582
11/14/2020 02,35.28,59.6,9430
11/14/2020 03,35.15,59.61,9353
11/14/2020 04,35.68,59.61,9345
11/14/2020 05,36.16,59.61,9341
11/14/2020 06,36.21,59.61,9421
11/14/2020 07,36.05,59.61,9574
11/14/2020 08,35.4,59.57,9731
11/14/2020 09,35.38,59.46,9871
11/14/2020 10,35.38,59.45,10039
11/14/2020 11,35.71,59.45,10184
11/14/2020 12,36.07,59.45,10268
11/14/2020 13,36.27,59.45,10285
11/14/2020 14,35.87,59.45,10227
11/14/2020 15,35.93,59.45,10173
11/14/2020 16,35.88,59.46,10161
11/14/2020 17,37.05,59.47,10393
11/14/2020 18,50.34,59.49,10750
11/14/2020 19,48.87,59.51,10657
11/14/2020 20,39.88,59.51,10519
11/14/2020 21,37.11,59.52,10422
11/14/2020 22,36.65,59.52,10265
11/14/2020 23,37.03,59.52,10080
11/14/2020 24,38.29,59.52,9851
11/15/2020 01,35.45,59.52,9643
11/15/2020 02,35.49,59.53,9537
11/15/2020 03,35.37,59.53,9496
11/15/2020 04,35.45,59.53,9471
11/15/2020 05,35.54,59.53,9479
11/15/2020 06,36.08,59.53,9536
11/15/2020 07,35.55,59.52,9626
11/15/2020 08,33.3,59.51,9804
11/15/2020 09,31.73,59.49,9921
11/15/2020 10,32.01,59.48,10061
11/15/2020 11,33.6,59.34,10182
11/15/2020 12,35.3,59.33,10252
11/15/2020 13,34.16,59.32,10252
11/15/2020 14,34.18,59.32,10222
11/15/2020 15,34.15,59.32,10203
11/15/2020 16,34.09,59.32,10277
11/15/2020 17,34.62,59.31,10602
11/15/2020 18,36.15,59.31,10903
11/15/2020 19,34.9,59.3,10812
11/15/2020 20,34.24,59.29,10668
11/15/2020 21,34.24,59.28,10485
11/15/2020 22,34.09,59.27,10296
11/15/2020 23,32.79,59.26,10026
11/15/2020 24,34.16,59.27,9790
11/16/2020 01,34.7,59.27,9626
11/16/2020 02,33.15,59.27,9559
11/16/2020 03,31.79,59.27,9515
11/16/2020 04,30.03,59.26,9517
11/16/2020 05,31.16,59.26,9568
11/16/2020 06,34.58,59.25,9735
11/16/2020 07,35.82,59.25,10110
11/16/2020 08,36.19,59.24,10596
11/16/2020 09,37.38,59.23,10747
11/16/2020 10,37.62,58.94,10811
11/16/2020 11,36.47,58.73,10823
11/16/2020 12,36.22,58.29,10834
11/16/2020 13,36.08,58.11,10729
11/16/2020 14,36.74,58.11,10783
11/16/2020 15,40.5,58.07,10824
11/16/2020 16,44.58,58.08,10844
11/16/2020 17,42.52,58.09,10941
11/16/2020 18,109.36,58.19,11019
11/16/2020 19,108.14,58.28,10847
11/16/2020 20,50.08,58.3,10712
11/16/2020 21,68.75,58.34,10631
11/16/2020 22,51.88,58.35,10397
11/16/2020 23,39.6,58.35,10124
11/16/2020 24,44.77,58.36,9847
11/17/2020 01,43.62,58.37,9686
11/17/2020 02,43.51,58.38,9615
11/17/2020 03,43.51,58.39,9501
11/17/2020 04,41.53,58.39,9522
11/17/2020 05,40.62,58.4,9557
11/17/2020 06,40.42,58.4,9688
11/17/2020 07,41.28,58.41,10044
11/17/2020 08,47.48,58.42,10494
11/17/2020 09,54.24,58.44,10631
11/17/2020 10,77.02,58.35,10668
11/17/2020 11,57.74,58.37,10681
11/17/2020 12,49.41,58.38,10682
11/17/2020 13,55.63,58.22,10649
11/17/2020 14,39.22,58.06,10587
11/17/2020 15,34.41,57.91,10537
11/17/2020 16,32.66,57.44,10541
11/17/2020 17,36.97,57.04,10825
11/17/2020 18,34.52,56.95,10905
11/17/2020 19,30.4,56.41,10724
11/17/2020 20,29.81,55.85,10613
11/17/2020 21,29.85,55.69,10498
11/17/2020 22,32.22,55.67,10285
11/17/2020 23,30.39,55.66,9977
11/17/2020 24,29.87,55.65,9657
11/18/2020 01,29.9,55.64,9481
11/18/2020 02,31.5,55.63,9358
11/18/2020 03,31.11,55.63,9270
11/18/2020 04,31.16,55.62,9289
11/18/2020 05,31.36,55.61,9378
11/18/2020 06,34.51,55.6,9605
11/18/2020 07,36.5,55.6,9974
11/18/2020 08,35.86,55.6,10431
11/18/2020 09,36.14,55.59,10572
11/18/2020 10,38.95,55.51,10612
11/18/2020 11,38.66,55.42,10655
11/18/2020 12,37.05,55.35,10720
11/18/2020 13,36.75,55.34,10693
11/18/2020 14,39.69,55.34,10693
11/18/2020 15,38.08,55.34,10652
11/18/2020 16,37.77,55.33,10708
11/18/2020 17,50.27,55.35,10907
11/18/2020 18,58.72,55.38,11063
11/18/2020 19,38.78,55.38,10899
11/18/2020 20,37.5,55.37,10811
11/18/2020 21,35.47,55.36,10600
11/18/2020 22,40.28,55.34,10371
11/18/2020 23,38.36,55.33,10136
11/18/2020 24,39.45,55.33,9907
11/19/2020 01,37.58,55.34,9743
11/19/2020 02,37.64,55.34,9696
11/19/2020 03,37.76,55.35,9613
11/19/2020 04,37.75,55.35,9609
11/19/2020 05,37.84,55.35,9677
11/19/2020 06,38.59,55.35,9889
11/19/2020 07,43.88,55.34,10238
11/19/2020 08,108.81,55.43,10616
11/19/2020 09,50.63,55.33,10782
11/19/2020 10,47.78,55.28,10870
11/19/2020 11,70.22,55.31,10884
11/19/2020 12,166.68,55.48,10785
11/19/2020 13,106.76,55.55,10767
11/19/2020 14,57.14,55.56,10865
11/19/2020 15,40.41,55.55,10840
11/19/2020 16,37.83,55.55,10883
11/19/2020 17,44.15,55.56,11053
11/19/2020 18,161.65,55.71,11136
11/19/2020 19,174.85,55.48,10895
11/19/2020 20,51.48,55.5,10811
11/19/2020 21,74.42,55.54,10658
11/19/2020 22,42.6,55.54,10458
11/19/2020 23,37.71,55.53,10177
11/19/2020 24,37.41,55.53,9890
11/20/2020 01,36.78,55.52,9738
11/20/2020 02,34.92,55.52,9713
11/20/2020 03,34.2,55.51,9657
11/20/2020 04,34.21,55.51,9661
11/20/2020 05,34.22,55.5,9684
11/20/2020 06,34.21,55.48,9827
11/20/2020 07,36.49,55.2,10181
11/20/2020 08,34.27,55.15,10647
11/20/2020 09,34.75,55.1,10814
11/20/2020 10,37.27,55.09,10806
11/20/2020 11,36.08,55.08,10821
11/20/2020 12,35.46,55.08,10777
11/20/2020 13,34.16,55.06,10733
11/20/2020 14,34.05,55.06,10698
11/20/2020 15,33.96,55.06,10649
11/20/2020 16,32.01,55.05,10634
11/20/2020 17,34.17,55.04,10827
11/20/2020 18,34.4,55.03,10984
11/20/2020 19,34.22,55.03,10855
11/20/2020 20,34.12,55.02,10700
11/20/2020 21,34.05,55.01,10534
11/20/2020 22,34.09,55,10355
11/20/2020 23,31.49,54.99,10109
11/20/2020 24,30.33,54.98,9844
11/21/2020 01,29.95,54.97,9663
11/21/2020 02,29.88,54.96,9580
11/21/2020 03,29.91,54.95,9500
11/21/2020 04,29.89,54.94,9453
11/21/2020 05,28.88,54.92,9483
11/21/2020 06,29.97,54.9,9523
11/21/2020 07,30.03,54.72,9662
